id,account_key,initiated_datetime,order_status,symbol,avg_price,quantity,last_updated_datetime
336,account_15,2024-09-29 10:14:00,pending,GOOG,2900.75,50,2024-09-29 10:19:00
337,account_33,2024-09-29 10:32:00,pending,TSLA,275.7,90,2024-09-29 10:37:00
338,account_13,2024-09-29 10:12:00,pending,FB,375.5,140,2024-09-29 10:17:00
339,account_14,2024-09-29 10:13:00,completed,NVDA,215.5,90,2024-09-29 10:18:00
340,account_23,2024-09-29 10:22:00,pending,AAPL,176.2,90,2024-09-29 10:27:00
341,account_26,2024-09-29 10:25:00,completed,TSLA,275.5,150,2024-09-29 10:30:00
342,account_9,2024-09-29 10:08:00,pending,AAPL,175.75,100,2024-09-29 10:13:00
343,account_4,2024-09-29 10:03:00,completed,MSFT,295.7,150,2024-09-29 10:08:00
344,account_21,2024-09-29 10:20:00,pending,NVDA,215.7,80,2024-09-29 10:25:00
345,account_26,2024-09-29 10:25:00,completed,TSLA,275.5,150,2024-09-29 10:30:00
346,account_2,2024-09-29 10:01:00,completed,GOOG,2900.25,50,2024-09-29 10:06:00
347,account_20,2024-09-29 10:19:00,completed,FB,376.0,110,2024-09-29 10:24:00
348,account_30,2024-09-29 10:29:00,completed,AAPL,176.5,110,2024-09-29 10:34:00
349,account_17,2024-09-29 10:16:00,pending,MSFT,296.0,100,2024-09-29 10:21:00
350,account_29,2024-09-29 10:28:00,pending,GOOG,2901.25,120,2024-09-29 10:33:00
351,account_26,2024-09-29 10:25:00,completed,TSLA,275.5,150,2024-09-29 10:30:00
352,account_23,2024-09-29 10:22:00,pending,AAPL,176.2,90,2024-09-29 10:27:00
353,account_16,2024-09-29 10:15:00,completed,AAPL,176.0,120,2024-09-29 10:20:00
354,account_16,2024-09-29 10:15:00,completed,AAPL,176.0,120,2024-09-29 10:20:00
355,account_34,2024-09-29 10:33:00,completed,FB,377.0,120,2024-09-29 10:38:00
356,account_6,2024-09-29 10:05:00,completed,FB,375.0,120,2024-09-29 10:10:00
357,account_8,2024-09-29 10:07:00,completed,GOOG,2900.5,30,2024-09-29 10:12:00
358,account_19,2024-09-29 10:18:00,pending,TSLA,275.3,200,2024-09-29 10:23:00
359,account_34,2024-09-29 10:33:00,completed,FB,377.0,120,2024-09-29 10:38:00
360,account_11,2024-09-29 10:10:00,pending,AMZN,3300.6,180,2024-09-29 10:15:00
361,account_12,2024-09-29 10:11:00,completed,TSLA,275.1,70,2024-09-29 10:16:00
362,account_8,2024-09-29 10:07:00,completed,GOOG,2900.5,30,2024-09-29 10:12:00
363,account_31,2024-09-29 10:30:00,pending,MSFT,296.5,100,2024-09-29 10:35:00
364,account_28,2024-09-29 10:27:00,completed,NVDA,215.9,60,2024-09-29 10:32:00
365,account_12,2024-09-29 10:11:00,completed,TSLA,275.1,70,2024-09-29 10:16:00
366,account_20,2024-09-29 10:19:00,completed,FB,376.0,110,2024-09-29 10:24:00
367,account_30,2024-09-29 10:29:00,completed,AAPL,176.5,110,2024-09-29 10:34:00
368,account_16,2024-09-29 10:15:00,completed,AAPL,176.0,120,2024-09-29 10:20:00
369,account_19,2024-09-29 10:18:00,pending,TSLA,275.3,200,2024-09-29 10:23:00
370,account_11,2024-09-29 10:10:00,pending,AMZN,3300.6,180,2024-09-29 10:15:00
371,account_21,2024-09-29 10:20:00,pending,NVDA,215.7,80,2024-09-29 10:25:00
372,account_21,2024-09-29 10:20:00,pending,NVDA,215.7,80,2024-09-29 10:25:00
373,account_30,2024-09-29 10:29:00,completed,AAPL,176.5,110,2024-09-29 10:34:00
374,account_7,2024-09-29 10:06:00,pending,NVDA,215.3,80,2024-09-29 10:11:00
375,account_20,2024-09-29 10:19:00,completed,FB,376.0,110,2024-09-29 10:24:00
376,account_23,2024-09-29 10:22:00,pending,AAPL,176.2,90,2024-09-29 10:27:00
377,account_14,2024-09-29 10:13:00,completed,NVDA,215.5,90,2024-09-29 10:18:00
378,account_22,2024-09-29 10:21:00,completed,GOOG,2901.0,70,2024-09-29 10:26:00
379,account_21,2024-09-29 10:20:00,pending,NVDA,215.7,80,2024-09-29 10:25:00
380,account_18,2024-09-29 10:17:00,completed,AMZN,3300.8,150,2024-09-29 10:22:00
381,account_28,2024-09-29 10:27:00,completed,NVDA,215.9,60,2024-09-29 10:32:00
382,account_13,2024-09-29 10:12:00,pending,FB,375.5,140,2024-09-29 10:17:00
383,account_15,2024-09-29 10:14:00,pending,GOOG,2900.75,50,2024-09-29 10:19:00
384,account_7,2024-09-29 10:06:00,pending,NVDA,215.3,80,2024-09-29 10:11:00
385,account_18,2024-09-29 10:17:00,completed,AMZN,3300.8,150,2024-09-29 10:22:00
386,account_33,2024-09-29 10:32:00,pending,TSLA,275.7,90,2024-09-29 10:37:00
387,account_28,2024-09-29 10:27:00,completed,NVDA,215.9,60,2024-09-29 10:32:00
388,account_22,2024-09-29 10:21:00,completed,GOOG,2901.0,70,2024-09-29 10:26:00
389,account_24,2024-09-29 10:23:00,completed,MSFT,296.3,120,2024-09-29 10:28:00
390,account_4,2024-09-29 10:03:00,completed,MSFT,295.7,150,2024-09-29 10:08:00
391,account_21,2024-09-29 10:20:00,pending,NVDA,215.7,80,2024-09-29 10:25:00
392,account_6,2024-09-29 10:05:00,completed,FB,375.0,120,2024-09-29 10:10:00
393,account_25,2024-09-29 10:24:00,pending,AMZN,3301.0,130,2024-09-29 10:29:00
394,account_29,2024-09-29 10:28:00,pending,GOOG,2901.25,120,2024-09-29 10:33:00
395,account_9,2024-09-29 10:08:00,pending,AAPL,175.75,100,2024-09-29 10:13:00
396,account_5,2024-09-29 10:04:00,pending,TSLA,275.0,50,2024-09-29 10:09:00
397,account_21,2024-09-29 10:20:00,pending,NVDA,215.7,80,2024-09-29 10:25:00
398,account_3,2024-09-29 10:02:00,pending,AMZN,3300.45,200,2024-09-29 10:07:00
399,account_33,2024-09-29 10:32:00,pending,TSLA,275.7,90,2024-09-29 10:37:00
400,account_32,2024-09-29 10:31:00,completed,AMZN,3301.5,140,2024-09-29 10:36:00
401,account_18,2024-09-29 10:17:00,completed,AMZN,3300.8,150,2024-09-29 10:22:00
402,account_28,2024-09-29 10:27:00,completed,NVDA,215.9,60,2024-09-29 10:32:00
403,account_30,2024-09-29 10:29:00,completed,AAPL,176.5,110,2024-09-29 10:34:00
404,account_12,2024-09-29 10:11:00,completed,TSLA,275.1,70,2024-09-29 10:16:00
405,account_4,2024-09-29 10:03:00,completed,MSFT,295.7,150,2024-09-29 10:08:00
406,account_6,2024-09-29 10:05:00,completed,FB,375.0,120,2024-09-29 10:10:00
407,account_28,2024-09-29 10:27:00,completed,NVDA,215.9,60,2024-09-29 10:32:00
408,account_20,2024-09-29 10:19:00,completed,FB,376.0,110,2024-09-29 10:24:00
409,account_25,2024-09-29 10:24:00,pending,AMZN,3301.0,130,2024-09-29 10:29:00
410,account_10,2024-09-29 10:09:00,completed,MSFT,295.75,60,2024-09-29 10:14:00
411,account_7,2024-09-29 10:06:00,pending,NVDA,215.3,80,2024-09-29 10:11:00
412,account_28,2024-09-29 10:27:00,completed,NVDA,215.9,60,2024-09-29 10:32:00
413,account_15,2024-09-29 10:14:00,pending,GOOG,2900.75,50,2024-09-29 10:19:00
414,account_33,2024-09-29 10:32:00,pending,TSLA,275.7,90,2024-09-29 10:37:00
415,account_6,2024-09-29 10:05:00,completed,FB,375.0,120,2024-09-29 10:10:00
416,account_24,2024-09-29 10:23:00,completed,MSFT,296.3,120,2024-09-29 10:28:00
417,account_21,2024-09-29 10:20:00,pending,NVDA,215.7,80,2024-09-29 10:25:00
418,account_15,2024-09-29 10:14:00,pending,GOOG,2900.75,50,2024-09-29 10:19:00
419,account_33,2024-09-29 10:32:00,pending,TSLA,275.7,90,2024-09-29 10:37:00
420,account_13,2024-09-29 10:12:00,pending,FB,375.5,140,2024-09-29 10:17:00
421,account_4,2024-09-29 10:03:00,completed,MSFT,295.7,150,2024-09-29 10:08:00
422,account_12,2024-09-29 10:11:00,completed,TSLA,275.1,70,2024-09-29 10:16:00
423,account_14,2024-09-29 10:13:00,completed,NVDA,215.5,90,2024-09-29 10:18:00
424,account_26,2024-09-29 10:25:00,completed,TSLA,275.5,150,2024-09-29 10:30:00
425,account_30,2024-09-29 10:29:00,completed,AAPL,176.5,110,2024-09-29 10:34:00
426,account_21,2024-09-29 10:20:00,pending,NVDA,215.7,80,2024-09-29 10:25:00
427,account_13,2024-09-29 10:12:00,pending,FB,375.5,140,2024-09-29 10:17:00
428,account_31,2024-09-29 10:30:00,pending,MSFT,296.5,100,2024-09-29 10:35:00
429,account_27,2024-09-29 10:26:00,pending,FB,376.5,80,2024-09-29 10:31:00
430,account_11,2024-09-29 10:10:00,pending,AMZN,3300.6,180,2024-09-29 10:15:00
431,account_19,2024-09-29 10:18:00,pending,TSLA,275.3,200,2024-09-29 10:23:00
432,account_21,2024-09-29 10:20:00,pending,NVDA,215.7,80,2024-09-29 10:25:00
433,account_26,2024-09-29 10:25:00,completed,TSLA,275.5,150,2024-09-29 10:30:00
434,account_31,2024-09-29 10:30:00,pending,MSFT,296.5,100,2024-09-29 10:35:00
435,account_7,2024-09-29 10:06:00,pending,NVDA,215.3,80,2024-09-29 10:11:00
436,account_4,2024-09-29 10:03:00,completed,MSFT,295.7,150,2024-09-29 10:08:00
437,account_11,2024-09-29 10:10:00,pending,AMZN,3300.6,180,2024-09-29 10:15:00
438,account_24,2024-09-29 10:23:00,completed,MSFT,296.3,120,2024-09-29 10:28:00
439,account_8,2024-09-29 10:07:00,completed,GOOG,2900.5,30,2024-09-29 10:12:00
440,account_2,2024-09-29 10:01:00,completed,GOOG,2900.25,50,2024-09-29 10:06:00
441,account_29,2024-09-29 10:28:00,pending,GOOG,2901.25,120,2024-09-29 10:33:00
442,account_18,2024-09-29 10:17:00,completed,AMZN,3300.8,150,2024-09-29 10:22:00
443,account_25,2024-09-29 10:24:00,pending,AMZN,3301.0,130,2024-09-29 10:29:00
444,account_23,2024-09-29 10:22:00,pending,AAPL,176.2,90,2024-09-29 10:27:00
445,account_32,2024-09-29 10:31:00,completed,AMZN,3301.5,140,2024-09-29 10:36:00
446,account_17,2024-09-29 10:16:00,pending,MSFT,296.0,100,2024-09-29 10:21:00
447,account_19,2024-09-29 10:18:00,pending,TSLA,275.3,200,2024-09-29 10:23:00
448,account_24,2024-09-29 10:23:00,completed,MSFT,296.3,120,2024-09-29 10:28:00
449,account_2,2024-09-29 10:01:00,completed,GOOG,2900.25,50,2024-09-29 10:06:00
450,account_1,2024-09-29 10:00:00,pending,AAPL,175.5,100,2024-09-29 10:05:00
451,account_14,2024-09-29 10:13:00,completed,NVDA,215.5,90,2024-09-29 10:18:00
452,account_6,2024-09-29 10:05:00,completed,FB,375.0,120,2024-09-29 10:10:00
453,account_34,2024-09-29 10:33:00,completed,FB,377.0,120,2024-09-29 10:38:00
454,account_2,2024-09-29 10:01:00,completed,GOOG,2900.25,50,2024-09-29 10:06:00
455,account_27,2024-09-29 10:26:00,pending,FB,376.5,80,2024-09-29 10:31:00
456,account_13,2024-09-29 10:12:00,pending,FB,375.5,140,2024-09-29 10:17:00
457,account_29,2024-09-29 10:28:00,pending,GOOG,2901.25,120,2024-09-29 10:33:00
458,account_29,2024-09-29 10:28:00,pending,GOOG,2901.25,120,2024-09-29 10:33:00
459,account_8,2024-09-29 10:07:00,completed,GOOG,2900.5,30,2024-09-29 10:12:00
460,account_29,2024-09-29 10:28:00,pending,GOOG,2901.25,120,2024-09-29 10:33:00
461,account_26,2024-09-29 10:25:00,completed,TSLA,275.5,150,2024-09-29 10:30:00
462,account_17,2024-09-29 10:16:00,pending,MSFT,296.0,100,2024-09-29 10:21:00
463,account_31,2024-09-29 10:30:00,pending,MSFT,296.5,100,2024-09-29 10:35:00
464,account_1,2024-09-29 10:00:00,pending,AAPL,175.5,100,2024-09-29 10:05:00
465,account_29,2024-09-29 10:28:00,pending,GOOG,2901.25,120,2024-09-29 10:33:00
466,account_11,2024-09-29 10:10:00,pending,AMZN,3300.6,180,2024-09-29 10:15:00
467,account_11,2024-09-29 10:10:00,pending,AMZN,3300.6,180,2024-09-29 10:15:00
468,account_18,2024-09-29 10:17:00,completed,AMZN,3300.8,150,2024-09-29 10:22:00
469,account_22,2024-09-29 10:21:00,completed,GOOG,2901.0,70,2024-09-29 10:26:00
470,account_15,2024-09-29 10:14:00,pending,GOOG,2900.75,50,2024-09-29 10:19:00
471,account_34,2024-09-29 10:33:00,completed,FB,377.0,120,2024-09-29 10:38:00
472,account_8,2024-09-29 10:07:00,completed,GOOG,2900.5,30,2024-09-29 10:12:00
473,account_32,2024-09-29 10:31:00,completed,AMZN,3301.5,140,2024-09-29 10:36:00
474,account_1,2024-09-29 10:00:00,pending,AAPL,175.5,100,2024-09-29 10:05:00
475,account_34,2024-09-29 10:33:00,completed,FB,377.0,120,2024-09-29 10:38:00
476,account_13,2024-09-29 10:12:00,pending,FB,375.5,140,2024-09-29 10:17:00
477,account_8,2024-09-29 10:07:00,completed,GOOG,2900.5,30,2024-09-29 10:12:00
478,account_23,2024-09-29 10:22:00,pending,AAPL,176.2,90,2024-09-29 10:27:00
479,account_9,2024-09-29 10:08:00,pending,AAPL,175.75,100,2024-09-29 10:13:00
480,account_33,2024-09-29 10:32:00,pending,TSLA,275.7,90,2024-09-29 10:37:00
481,account_17,2024-09-29 10:16:00,pending,MSFT,296.0,100,2024-09-29 10:21:00
482,account_30,2024-09-29 10:29:00,completed,AAPL,176.5,110,2024-09-29 10:34:00
483,account_18,2024-09-29 10:17:00,completed,AMZN,3300.8,150,2024-09-29 10:22:00
484,account_21,2024-09-29 10:20:00,pending,NVDA,215.7,80,2024-09-29 10:25:00
485,account_15,2024-09-29 10:14:00,pending,GOOG,2900.75,50,2024-09-29 10:19:00
486,account_27,2024-09-29 10:26:00,pending,FB,376.5,80,2024-09-29 10:31:00
487,account_4,2024-09-29 10:03:00,completed,MSFT,295.7,150,2024-09-29 10:08:00
488,account_26,2024-09-29 10:25:00,completed,TSLA,275.5,150,2024-09-29 10:30:00
489,account_10,2024-09-29 10:09:00,completed,MSFT,295.75,60,2024-09-29 10:14:00
490,account_8,2024-09-29 10:07:00,completed,GOOG,2900.5,30,2024-09-29 10:12:00
491,account_10,2024-09-29 10:09:00,completed,MSFT,295.75,60,2024-09-29 10:14:00
492,account_32,2024-09-29 10:31:00,completed,AMZN,3301.5,140,2024-09-29 10:36:00
493,account_16,2024-09-29 10:15:00,completed,AAPL,176.0,120,2024-09-29 10:20:00
494,account_29,2024-09-29 10:28:00,pending,GOOG,2901.25,120,2024-09-29 10:33:00
495,account_4,2024-09-29 10:03:00,completed,MSFT,295.7,150,2024-09-29 10:08:00
496,account_33,2024-09-29 10:32:00,pending,TSLA,275.7,90,2024-09-29 10:37:00
497,account_20,2024-09-29 10:19:00,completed,FB,376.0,110,2024-09-29 10:24:00
498,account_28,2024-09-29 10:27:00,completed,NVDA,215.9,60,2024-09-29 10:32:00
499,account_32,2024-09-29 10:31:00,completed,AMZN,3301.5,140,2024-09-29 10:36:00
500,account_21,2024-09-29 10:20:00,pending,NVDA,215.7,80,2024-09-29 10:25:00
501,account_9,2024-09-29 10:08:00,pending,AAPL,175.75,100,2024-09-29 10:13:00
502,account_34,2024-09-29 10:33:00,completed,FB,377.0,120,2024-09-29 10:38:00
503,account_16,2024-09-29 10:15:00,completed,AAPL,176.0,120,2024-09-29 10:20:00
504,account_19,2024-09-29 10:18:00,pending,TSLA,275.3,200,2024-09-29 10:23:00
505,account_20,2024-09-29 10:19:00,completed,FB,376.0,110,2024-09-29 10:24:00
506,account_2,2024-09-29 10:01:00,completed,GOOG,2900.25,50,2024-09-29 10:06:00
507,account_17,2024-09-29 10:16:00,pending,MSFT,296.0,100,2024-09-29 10:21:00
508,account_3,2024-09-29 10:02:00,pending,AMZN,3300.45,200,2024-09-29 10:07:00
509,account_6,2024-09-29 10:05:00,completed,FB,375.0,120,2024-09-29 10:10:00
510,account_34,2024-09-29 10:33:00,completed,FB,377.0,120,2024-09-29 10:38:00
511,account_15,2024-09-29 10:14:00,pending,GOOG,2900.75,50,2024-09-29 10:19:00
512,account_24,2024-09-29 10:23:00,completed,MSFT,296.3,120,2024-09-29 10:28:00
513,account_8,2024-09-29 10:07:00,completed,GOOG,2900.5,30,2024-09-29 10:12:00
514,account_25,2024-09-29 10:24:00,pending,AMZN,3301.0,130,2024-09-29 10:29:00
515,account_12,2024-09-29 10:11:00,completed,TSLA,275.1,70,2024-09-29 10:16:00
516,account_28,2024-09-29 10:27:00,completed,NVDA,215.9,60,2024-09-29 10:32:00
517,account_29,2024-09-29 10:28:00,pending,GOOG,2901.25,120,2024-09-29 10:33:00
518,account_8,2024-09-29 10:07:00,completed,GOOG,2900.5,30,2024-09-29 10:12:00
519,account_7,2024-09-29 10:06:00,pending,NVDA,215.3,80,2024-09-29 10:11:00
520,account_33,2024-09-29 10:32:00,pending,TSLA,275.7,90,2024-09-29 10:37:00
521,account_25,2024-09-29 10:24:00,pending,AMZN,3301.0,130,2024-09-29 10:29:00
522,account_21,2024-09-29 10:20:00,pending,NVDA,215.7,80,2024-09-29 10:25:00
523,account_23,2024-09-29 10:22:00,pending,AAPL,176.2,90,2024-09-29 10:27:00
524,account_6,2024-09-29 10:05:00,completed,FB,375.0,120,2024-09-29 10:10:00
525,account_32,2024-09-29 10:31:00,completed,AMZN,3301.5,140,2024-09-29 10:36:00
526,account_11,2024-09-29 10:10:00,pending,AMZN,3300.6,180,2024-09-29 10:15:00
527,account_25,2024-09-29 10:24:00,pending,AMZN,3301.0,130,2024-09-29 10:29:00
528,account_23,2024-09-29 10:22:00,pending,AAPL,176.2,90,2024-09-29 10:27:00
529,account_25,2024-09-29 10:24:00,pending,AMZN,3301.0,130,2024-09-29 10:29:00
530,account_20,2024-09-29 10:19:00,completed,FB,376.0,110,2024-09-29 10:24:00
531,account_12,2024-09-29 10:11:00,completed,TSLA,275.1,70,2024-09-29 10:16:00
532,account_34,2024-09-29 10:33:00,completed,FB,377.0,120,2024-09-29 10:38:00
533,account_5,2024-09-29 10:04:00,pending,TSLA,275.0,50,2024-09-29 10:09:00
534,account_13,2024-09-29 10:12:00,pending,FB,375.5,140,2024-09-29 10:17:00
535,account_12,2024-09-29 10:11:00,completed,TSLA,275.1,70,2024-09-29 10:16:00
536,account_16,2024-09-29 10:15:00,completed,AAPL,176.0,120,2024-09-29 10:20:00
537,account_6,2024-09-29 10:05:00,completed,FB,375.0,120,2024-09-29 10:10:00
538,account_16,2024-09-29 10:15:00,completed,AAPL,176.0,120,2024-09-29 10:20:00
539,account_12,2024-09-29 10:11:00,completed,TSLA,275.1,70,2024-09-29 10:16:00
540,account_34,2024-09-29 10:33:00,completed,FB,377.0,120,2024-09-29 10:38:00
541,account_3,2024-09-29 10:02:00,pending,AMZN,3300.45,200,2024-09-29 10:07:00
542,account_4,2024-09-29 10:03:00,completed,MSFT,295.7,150,2024-09-29 10:08:00
543,account_10,2024-09-29 10:09:00,completed,MSFT,295.75,60,2024-09-29 10:14:00
544,account_24,2024-09-29 10:23:00,completed,MSFT,296.3,120,2024-09-29 10:28:00
545,account_33,2024-09-29 10:32:00,pending,TSLA,275.7,90,2024-09-29 10:37:00
546,account_5,2024-09-29 10:04:00,pending,TSLA,275.0,50,2024-09-29 10:09:00
547,account_7,2024-09-29 10:06:00,pending,NVDA,215.3,80,2024-09-29 10:11:00
548,account_4,2024-09-29 10:03:00,completed,MSFT,295.7,150,2024-09-29 10:08:00
549,account_21,2024-09-29 10:20:00,pending,NVDA,215.7,80,2024-09-29 10:25:00
550,account_26,2024-09-29 10:25:00,completed,TSLA,275.5,150,2024-09-29 10:30:00
551,account_22,2024-09-29 10:21:00,completed,GOOG,2901.0,70,2024-09-29 10:26:00
552,account_8,2024-09-29 10:07:00,completed,GOOG,2900.5,30,2024-09-29 10:12:00
553,account_5,2024-09-29 10:04:00,pending,TSLA,275.0,50,2024-09-29 10:09:00
554,account_21,2024-09-29 10:20:00,pending,NVDA,215.7,80,2024-09-29 10:25:00
555,account_17,2024-09-29 10:16:00,pending,MSFT,296.0,100,2024-09-29 10:21:00
556,account_7,2024-09-29 10:06:00,pending,NVDA,215.3,80,2024-09-29 10:11:00
557,account_17,2024-09-29 10:16:00,pending,MSFT,296.0,100,2024-09-29 10:21:00
558,account_8,2024-09-29 10:07:00,completed,GOOG,2900.5,30,2024-09-29 10:12:00
559,account_27,2024-09-29 10:26:00,pending,FB,376.5,80,2024-09-29 10:31:00
560,account_4,2024-09-29 10:03:00,completed,MSFT,295.7,150,2024-09-29 10:08:00
561,account_32,2024-09-29 10:31:00,completed,AMZN,3301.5,140,2024-09-29 10:36:00
562,account_29,2024-09-29 10:28:00,pending,GOOG,2901.25,120,2024-09-29 10:33:00
563,account_24,2024-09-29 10:23:00,completed,MSFT,296.3,120,2024-09-29 10:28:00
564,account_6,2024-09-29 10:05:00,completed,FB,375.0,120,2024-09-29 10:10:00
565,account_21,2024-09-29 10:20:00,pending,NVDA,215.7,80,2024-09-29 10:25:00
566,account_34,2024-09-29 10:33:00,completed,FB,377.0,120,2024-09-29 10:38:00
567,account_30,2024-09-29 10:29:00,completed,AAPL,176.5,110,2024-09-29 10:34:00
568,account_9,2024-09-29 10:08:00,pending,AAPL,175.75,100,2024-09-29 10:13:00
569,account_19,2024-09-29 10:18:00,pending,TSLA,275.3,200,2024-09-29 10:23:00
570,account_13,2024-09-29 10:12:00,pending,FB,375.5,140,2024-09-29 10:17:00
571,account_10,2024-09-29 10:09:00,completed,MSFT,295.75,60,2024-09-29 10:14:00
572,account_14,2024-09-29 10:13:00,completed,NVDA,215.5,90,2024-09-29 10:18:00
573,account_2,2024-09-29 10:01:00,completed,GOOG,2900.25,50,2024-09-29 10:06:00
574,account_2,2024-09-29 10:01:00,completed,GOOG,2900.25,50,2024-09-29 10:06:00
575,account_28,2024-09-29 10:27:00,completed,NVDA,215.9,60,2024-09-29 10:32:00
576,account_5,2024-09-29 10:04:00,pending,TSLA,275.0,50,2024-09-29 10:09:00
577,account_18,2024-09-29 10:17:00,completed,AMZN,3300.8,150,2024-09-29 10:22:00
578,account_4,2024-09-29 10:03:00,completed,MSFT,295.7,150,2024-09-29 10:08:00
579,account_27,2024-09-29 10:26:00,pending,FB,376.5,80,2024-09-29 10:31:00
580,account_14,2024-09-29 10:13:00,completed,NVDA,215.5,90,2024-09-29 10:18:00
581,account_19,2024-09-29 10:18:00,pending,TSLA,275.3,200,2024-09-29 10:23:00
582,account_16,2024-09-29 10:15:00,completed,AAPL,176.0,120,2024-09-29 10:20:00
583,account_15,2024-09-29 10:14:00,pending,GOOG,2900.75,50,2024-09-29 10:19:00
584,account_21,2024-09-29 10:20:00,pending,NVDA,215.7,80,2024-09-29 10:25:00
585,account_24,2024-09-29 10:23:00,completed,MSFT,296.3,120,2024-09-29 10:28:00
586,account_5,2024-09-29 10:04:00,pending,TSLA,275.0,50,2024-09-29 10:09:00
587,account_18,2024-09-29 10:17:00,completed,AMZN,3300.8,150,2024-09-29 10:22:00
588,account_28,2024-09-29 10:27:00,completed,NVDA,215.9,60,2024-09-29 10:32:00
589,account_28,2024-09-29 10:27:00,completed,NVDA,215.9,60,2024-09-29 10:32:00
590,account_21,2024-09-29 10:20:00,pending,NVDA,215.7,80,2024-09-29 10:25:00
591,account_13,2024-09-29 10:12:00,pending,FB,375.5,140,2024-09-29 10:17:00
592,account_19,2024-09-29 10:18:00,pending,TSLA,275.3,200,2024-09-29 10:23:00
593,account_26,2024-09-29 10:25:00,completed,TSLA,275.5,150,2024-09-29 10:30:00
594,account_34,2024-09-29 10:33:00,completed,FB,377.0,120,2024-09-29 10:38:00
595,account_11,2024-09-29 10:10:00,pending,AMZN,3300.6,180,2024-09-29 10:15:00
596,account_13,2024-09-29 10:12:00,pending,FB,375.5,140,2024-09-29 10:17:00
597,account_4,2024-09-29 10:03:00,completed,MSFT,295.7,150,2024-09-29 10:08:00
598,account_28,2024-09-29 10:27:00,completed,NVDA,215.9,60,2024-09-29 10:32:00
599,account_1,2024-09-29 10:00:00,pending,AAPL,175.5,100,2024-09-29 10:05:00
600,account_18,2024-09-29 10:17:00,completed,AMZN,3300.8,150,2024-09-29 10:22:00
601,account_24,2024-09-29 10:23:00,completed,MSFT,296.3,120,2024-09-29 10:28:00
602,account_22,2024-09-29 10:21:00,completed,GOOG,2901.0,70,2024-09-29 10:26:00
603,account_24,2024-09-29 10:23:00,completed,MSFT,296.3,120,2024-09-29 10:28:00
604,account_6,2024-09-29 10:05:00,completed,FB,375.0,120,2024-09-29 10:10:00
605,account_9,2024-09-29 10:08:00,pending,AAPL,175.75,100,2024-09-29 10:13:00
606,account_34,2024-09-29 10:33:00,completed,FB,377.0,120,2024-09-29 10:38:00
607,account_32,2024-09-29 10:31:00,completed,AMZN,3301.5,140,2024-09-29 10:36:00
608,account_25,2024-09-29 10:24:00,pending,AMZN,3301.0,130,2024-09-29 10:29:00
609,account_2,2024-09-29 10:01:00,completed,GOOG,2900.25,50,2024-09-29 10:06:00
610,account_11,2024-09-29 10:10:00,pending,AMZN,3300.6,180,2024-09-29 10:15:00
611,account_15,2024-09-29 10:14:00,pending,GOOG,2900.75,50,2024-09-29 10:19:00
612,account_20,2024-09-29 10:19:00,completed,FB,376.0,110,2024-09-29 10:24:00
613,account_7,2024-09-29 10:06:00,pending,NVDA,215.3,80,2024-09-29 10:11:00
614,account_32,2024-09-29 10:31:00,completed,AMZN,3301.5,140,2024-09-29 10:36:00
615,account_29,2024-09-29 10:28:00,pending,GOOG,2901.25,120,2024-09-29 10:33:00
616,account_16,2024-09-29 10:15:00,completed,AAPL,176.0,120,2024-09-29 10:20:00
617,account_1,2024-09-29 10:00:00,pending,AAPL,175.5,100,2024-09-29 10:05:00
618,account_14,2024-09-29 10:13:00,completed,NVDA,215.5,90,2024-09-29 10:18:00
619,account_33,2024-09-29 10:32:00,pending,TSLA,275.7,90,2024-09-29 10:37:00
620,account_26,2024-09-29 10:25:00,completed,TSLA,275.5,150,2024-09-29 10:30:00
621,account_6,2024-09-29 10:05:00,completed,FB,375.0,120,2024-09-29 10:10:00
622,account_23,2024-09-29 10:22:00,pending,AAPL,176.2,90,2024-09-29 10:27:00
623,account_21,2024-09-29 10:20:00,pending,NVDA,215.7,80,2024-09-29 10:25:00
624,account_9,2024-09-29 10:08:00,pending,AAPL,175.75,100,2024-09-29 10:13:00
625,account_12,2024-09-29 10:11:00,completed,TSLA,275.1,70,2024-09-29 10:16:00
626,account_2,2024-09-29 10:01:00,completed,GOOG,2900.25,50,2024-09-29 10:06:00
627,account_33,2024-09-29 10:32:00,pending,TSLA,275.7,90,2024-09-29 10:37:00
628,account_21,2024-09-29 10:20:00,pending,NVDA,215.7,80,2024-09-29 10:25:00
629,account_32,2024-09-29 10:31:00,completed,AMZN,3301.5,140,2024-09-29 10:36:00
630,account_32,2024-09-29 10:31:00,completed,AMZN,3301.5,140,2024-09-29 10:36:00
631,account_13,2024-09-29 10:12:00,pending,FB,375.5,140,2024-09-29 10:17:00
632,account_14,2024-09-29 10:13:00,completed,NVDA,215.5,90,2024-09-29 10:18:00
633,account_30,2024-09-29 10:29:00,completed,AAPL,176.5,110,2024-09-29 10:34:00
634,account_3,2024-09-29 10:02:00,pending,AMZN,3300.45,200,2024-09-29 10:07:00
635,account_13,2024-09-29 10:12:00,pending,FB,375.5,140,2024-09-29 10:17:00
636,account_24,2024-09-29 10:23:00,completed,MSFT,296.3,120,2024-09-29 10:28:00
637,account_2,2024-09-29 10:01:00,completed,GOOG,2900.25,50,2024-09-29 10:06:00
638,account_9,2024-09-29 10:08:00,pending,AAPL,175.75,100,2024-09-29 10:13:00
